"","run","subid","condition","compCheckFree","compCheckMulti","country","age","gender","englishNative","ethnicity","education","religionChild","religionNow","politicalIdeology","maritalStatus","children","job","studyMoralPhil","dog","vegetarian","beliefRules","beliefGod","beliefAfterlife","beliefTradition","comments","gerald_schiff_pvs","toby_chimp","fetus","god","delores_gleitman_deceased","sharon_harvey_woman","green_frog","todd_billingsley_man","charlie_dog","nicholas_gannon_baby","samantha_hill_girl","kismet_robot","you","country_selfrep","compCheckCount"
"18","us_run_01","us_run_01_2","Hunger",NA,NA,"us",31,"male","yes_only","white","college_assocDegree","christianity_catholic","christianity_catholic","democrat","no_commited",5,"Salesman","no","yes","no","agree_moderate","agree_moderate","disagree_strong","agree_strong","Good engaging study enjoyed it and much and thanks in advance keep up the work ",-1,0,-2,-2,-2,2,-1,1,0,0,1,-2,-2,"America",NA
"19","us_run_01","us_run_01_2","Hunger",NA,NA,"us",31,"male","yes_only","white","college_assocDegree","christianity_catholic","christianity_catholic","democrat","no_commited",5,"Salesman","no","yes","no","agree_moderate","agree_moderate","disagree_strong","agree_strong","Good engaging study enjoyed it and much and thanks in advance keep up the work ",2,2,0,-1,-2,2,-2,2,-2,-2,0,-1,-1,"America",NA
"20","us_run_01","us_run_01_2","Hunger",NA,NA,"us",31,"male","yes_only","white","college_assocDegree","christianity_catholic","christianity_catholic","democrat","no_commited",5,"Salesman","no","yes","no","agree_moderate","agree_moderate","disagree_strong","agree_strong","Good engaging study enjoyed it and much and thanks in advance keep up the work ",1,2,1,0,0,2,2,-1,-1,2,1,-1,-1,"America",NA
"21","us_run_01","us_run_01_2","Hunger",NA,NA,"us",31,"male","yes_only","white","college_assocDegree","christianity_catholic","christianity_catholic","democrat","no_commited",5,"Salesman","no","yes","no","agree_moderate","agree_moderate","disagree_strong","agree_strong","Good engaging study enjoyed it and much and thanks in advance keep up the work ",1,2,2,-2,-2,2,1,2,-2,1,2,-1,0,"America",NA
"22","us_run_01","us_run_01_2","Hunger",NA,NA,"us",31,"male","yes_only","white","college_assocDegree","christianity_catholic","christianity_catholic","democrat","no_commited",5,"Salesman","no","yes","no","agree_moderate","agree_moderate","disagree_strong","agree_strong","Good engaging study enjoyed it and much and thanks in advance keep up the work ",2,1,1,-1,-2,1,-1,2,1,1,-2,0,-2,"America",NA
"23","us_run_01","us_run_01_2","Hunger",NA,NA,"us",31,"male","yes_only","white","college_assocDegree","christianity_catholic","christianity_catholic","democrat","no_commited",5,"Salesman","no","yes","no","agree_moderate","agree_moderate","disagree_strong","agree_strong","Good engaging study enjoyed it and much and thanks in advance keep up the work ",-1,-2,-2,-2,0,2,2,2,1,-1,1,-2,-1,"America",NA
"24","us_run_01","us_run_01_2","Hunger",NA,NA,"us",31,"male","yes_only","white","college_assocDegree","christianity_catholic","christianity_catholic","democrat","no_commited",5,"Salesman","no","yes","no","agree_moderate","agree_moderate","disagree_strong","agree_strong","Good engaging study enjoyed it and much and thanks in advance keep up the work ",-1,-1,1,-1,-1,2,1,1,0,0,1,-2,-1,"America",NA
"25","us_run_01","us_run_01_3","Fear",NA,NA,"us",23,"female","yes_only","white","college_bachDegree","christianity_protestant","none","democrat","no",2,"Archivist","yes","no","no","neither","disagree_strong","disagree_strong","disagree_moderate",NA,-1,2,-2,-1,-2,1,1,2,1,1,-1,-1,1,"USA",NA
"26","us_run_01","us_run_01_3","Fear",NA,NA,"us",23,"female","yes_only","white","college_bachDegree","christianity_protestant","none","democrat","no",2,"Archivist","yes","no","no","neither","disagree_strong","disagree_strong","disagree_moderate",NA,-1,1,-1,-2,-2,1,-1,1,-2,-1,1,-1,2,"USA",NA
"27","us_run_01","us_run_01_3","Fear",NA,NA,"us",23,"female","yes_only","white","college_bachDegree","christianity_protestant","none","democrat","no",2,"Archivist","yes","no","no","neither","disagree_strong","disagree_strong","disagree_moderate",NA,-1,1,-1,-2,-1,2,-1,0,1,2,0,1,2,"USA",NA
"28","us_run_01","us_run_01_3","Fear",NA,NA,"us",23,"female","yes_only","white","college_bachDegree","christianity_protestant","none","democrat","no",2,"Archivist","yes","no","no","neither","disagree_strong","disagree_strong","disagree_moderate",NA,1,-2,-2,0,0,0,-1,2,-1,-2,2,-2,2,"USA",NA
"29","us_run_01","us_run_01_3","Fear",NA,NA,"us",23,"female","yes_only","white","college_bachDegree","christianity_protestant","none","democrat","no",2,"Archivist","yes","no","no","neither","disagree_strong","disagree_strong","disagree_moderate",NA,1,-1,-1,-1,-1,1,1,1,1,-2,1,-1,1,"USA",NA
"30","us_run_01","us_run_01_3","Fear",NA,NA,"us",23,"female","yes_only","white","college_bachDegree","christianity_protestant","none","democrat","no",2,"Archivist","yes","no","no","neither","disagree_strong","disagree_strong","disagree_moderate",NA,-2,0,0,0,-2,-1,-1,1,1,-1,1,-2,0,"USA",NA
"31","us_run_01","us_run_01_3","Fear",NA,NA,"us",23,"female","yes_only","white","college_bachDegree","christianity_protestant","none","democrat","no",2,"Archivist","yes","no","no","neither","disagree_strong","disagree_strong","disagree_moderate",NA,-1,1,-1,0,0,2,-1,2,0,1,1,-1,0,"USA",NA
"32","us_run_01","us_run_01_3","Fear",NA,NA,"us",23,"female","yes_only","white","college_bachDegree","christianity_protestant","none","democrat","no",2,"Archivist","yes","no","no","neither","disagree_strong","disagree_strong","disagree_moderate",NA,0,-1,0,-2,0,0,-1,0,-1,-1,1,-2,2,"USA",NA
"33","us_run_01","us_run_01_3","Fear",NA,NA,"us",23,"female","yes_only","white","college_bachDegree","christianity_protestant","none","democrat","no",2,"Archivist","yes","no","no","neither","disagree_strong","disagree_strong","disagree_moderate",NA,0,2,-1,-1,-1,0,1,1,1,1,0,0,0,"USA",NA
"34","us_run_01","us_run_01_3","Fear",NA,NA,"us",23,"female","yes_only","white","college_bachDegree","christianity_protestant","none","democrat","no",2,"Archivist","yes","no","no","neither","disagree_strong","disagree_strong","disagree_moderate",NA,-1,2,-2,-2,-1,2,-1,1,1,-2,1,0,1,"USA",NA
"35","us_run_01","us_run_01_3","Fear",NA,NA,"us",23,"female","yes_only","white","college_bachDegree","christianity_protestant","none","democrat","no",2,"Archivist","yes","no","no","neither","disagree_strong","disagree_strong","disagree_moderate",NA,-1,2,-2,-2,-2,2,1,1,2,1,-1,-1,2,"USA",NA
"36","us_run_01","us_run_01_3","Fear",NA,NA,"us",23,"female","yes_only","white","college_bachDegree","christianity_protestant","none","democrat","no",2,"Archivist","yes","no","no","neither","disagree_strong","disagree_strong","disagree_moderate",NA,-1,1,-2,-1,-2,2,2,2,2,1,1,1,2,"USA",NA
"37","us_run_01","us_run_01_4","Fear",NA,NA,"us",31,"male","yes_only","white","college_bachDegree","judaism","none","democrat","no",11,"unemployed","yes","no","no","disagree_strong","disagree_strong","disagree_moderate","neither","I only said humans experience more fear than animals because they seem to rationalize and feed their fear more",0,0,1,-1,0,0,2,0,0,0,0,-2,2,"USA",NA
"38","us_run_01","us_run_01_4","Fear",NA,NA,"us",31,"male","yes_only","white","college_bachDegree","judaism","none","democrat","no",11,"unemployed","yes","no","no","disagree_strong","disagree_strong","disagree_moderate","neither","I only said humans experience more fear than animals because they seem to rationalize and feed their fear more",0,0,-1,-2,-2,2,0,1,-1,1,0,0,0,"USA",NA
"39","us_run_01","us_run_01_4","Fear",NA,NA,"us",31,"male","yes_only","white","college_bachDegree","judaism","none","democrat","no",11,"unemployed","yes","no","no","disagree_strong","disagree_strong","disagree_moderate","neither","I only said humans experience more fear than animals because they seem to rationalize and feed their fear more",2,1,2,-2,-2,2,2,2,2,0,2,-2,2,"USA",NA
"40","us_run_01","us_run_01_4","Fear",NA,NA,"us",31,"male","yes_only","white","college_bachDegree","judaism","none","democrat","no",11,"unemployed","yes","no","no","disagree_strong","disagree_strong","disagree_moderate","neither","I only said humans experience more fear than animals because they seem to rationalize and feed their fear more",2,0,-1,0,-2,0,0,1,2,1,2,-2,1,"USA",NA
"41","us_run_01","us_run_01_4","Fear",NA,NA,"us",31,"male","yes_only","white","college_bachDegree","judaism","none","democrat","no",11,"unemployed","yes","no","no","disagree_strong","disagree_strong","disagree_moderate","neither","I only said humans experience more fear than animals because they seem to rationalize and feed their fear more",1,-1,-1,-2,-2,0,-1,0,0,0,1,0,1,"USA",NA
"42","us_run_01","us_run_01_4","Fear",NA,NA,"us",31,"male","yes_only","white","college_bachDegree","judaism","none","democrat","no",11,"unemployed","yes","no","no","disagree_strong","disagree_strong","disagree_moderate","neither","I only said humans experience more fear than animals because they seem to rationalize and feed their fear more",0,2,-1,-2,-2,2,0,0,-1,2,0,-2,0,"USA",NA
"43","us_run_01","us_run_01_4","Fear",NA,NA,"us",31,"male","yes_only","white","college_bachDegree","judaism","none","democrat","no",11,"unemployed","yes","no","no","disagree_strong","disagree_strong","disagree_moderate","neither","I only said humans experience more fear than animals because they seem to rationalize and feed their fear more",0,-1,-1,-2,-2,0,-1,0,-1,0,0,-2,0,"USA",NA
"44","us_run_01","us_run_01_4","Fear",NA,NA,"us",31,"male","yes_only","white","college_bachDegree","judaism","none","democrat","no",11,"unemployed","yes","no","no","disagree_strong","disagree_strong","disagree_moderate","neither","I only said humans experience more fear than animals because they seem to rationalize and feed their fear more",0,-1,-1,0,0,1,0,1,0,0,0,-2,0,"USA",NA
"45","us_run_01","us_run_01_4","Fear",NA,NA,"us",31,"male","yes_only","white","college_bachDegree","judaism","none","democrat","no",11,"unemployed","yes","no","no","disagree_strong","disagree_strong","disagree_moderate","neither","I only said humans experience more fear than animals because they seem to rationalize and feed their fear more",1,2,0,-1,-2,1,1,2,0,1,0,-2,0,"USA",NA
"46","us_run_01","us_run_01_4","Fear",NA,NA,"us",31,"male","yes_only","white","college_bachDegree","judaism","none","democrat","no",11,"unemployed","yes","no","no","disagree_strong","disagree_strong","disagree_moderate","neither","I only said humans experience more fear than animals because they seem to rationalize and feed their fear more",0,-1,-1,-2,-2,0,-1,2,-1,0,1,-2,1,"USA",NA
"47","us_run_01","us_run_01_4","Fear",NA,NA,"us",31,"male","yes_only","white","college_bachDegree","judaism","none","democrat","no",11,"unemployed","yes","no","no","disagree_strong","disagree_strong","disagree_moderate","neither","I only said humans experience more fear than animals because they seem to rationalize and feed their fear more",1,-1,0,-2,-2,1,-1,1,2,2,2,-2,1,"USA",NA
"48","us_run_01","us_run_01_4","Fear",NA,NA,"us",31,"male","yes_only","white","college_bachDegree","judaism","none","democrat","no",11,"unemployed","yes","no","no","disagree_strong","disagree_strong","disagree_moderate","neither","I only said humans experience more fear than animals because they seem to rationalize and feed their fear more",2,2,2,-2,-2,0,-1,0,0,2,1,-2,2,"USA",NA
"49","us_run_01","us_run_01_5","Morality",NA,NA,"us",66,"male","yes_only","white","college_some","christianity_protestant","none","independent","no_commited",2,"retired software developer","no","no","no_limitedMeat","disagree_moderate","disagree_strong","disagree_moderate","neither","No, everything was fine. Also very interesting.",-1,-1,-1,-1,-2,2,1,2,1,-2,1,-1,2,"United States of America",NA
"50","us_run_01","us_run_01_5","Morality",NA,NA,"us",66,"male","yes_only","white","college_some","christianity_protestant","none","independent","no_commited",2,"retired software developer","no","no","no_limitedMeat","disagree_moderate","disagree_strong","disagree_moderate","neither","No, everything was fine. Also very interesting.",-2,1,1,-1,0,2,-1,2,1,-2,2,0,2,"United States of America",NA
"51","us_run_01","us_run_01_5","Morality",NA,NA,"us",66,"male","yes_only","white","college_some","christianity_protestant","none","independent","no_commited",2,"retired software developer","no","no","no_limitedMeat","disagree_moderate","disagree_strong","disagree_moderate","neither","No, everything was fine. Also very interesting.",-1,-2,-2,-1,-2,2,0,0,1,0,-2,1,2,"United States of America",NA
"52","us_run_01","us_run_01_5","Morality",NA,NA,"us",66,"male","yes_only","white","college_some","christianity_protestant","none","independent","no_commited",2,"retired software developer","no","no","no_limitedMeat","disagree_moderate","disagree_strong","disagree_moderate","neither","No, everything was fine. Also very interesting.",-1,2,-1,0,-1,2,-2,2,1,0,1,-2,2,"United States of America",NA
"53","us_run_01","us_run_01_5","Morality",NA,NA,"us",66,"male","yes_only","white","college_some","christianity_protestant","none","independent","no_commited",2,"retired software developer","no","no","no_limitedMeat","disagree_moderate","disagree_strong","disagree_moderate","neither","No, everything was fine. Also very interesting.",0,2,-2,-2,-1,0,-2,2,-2,-1,2,1,2,"United States of America",NA
"54","us_run_01","us_run_01_5","Morality",NA,NA,"us",66,"male","yes_only","white","college_some","christianity_protestant","none","independent","no_commited",2,"retired software developer","no","no","no_limitedMeat","disagree_moderate","disagree_strong","disagree_moderate","neither","No, everything was fine. Also very interesting.",-1,1,-2,-1,-2,0,-2,2,-1,-1,2,-2,0,"United States of America",NA
"55","us_run_01","us_run_01_5","Morality",NA,NA,"us",66,"male","yes_only","white","college_some","christianity_protestant","none","independent","no_commited",2,"retired software developer","no","no","no_limitedMeat","disagree_moderate","disagree_strong","disagree_moderate","neither","No, everything was fine. Also very interesting.",0,-2,-1,-2,-2,2,-2,0,-2,1,-2,-2,2,"United States of America",NA
"56","us_run_01","us_run_01_5","Morality",NA,NA,"us",66,"male","yes_only","white","college_some","christianity_protestant","none","independent","no_commited",2,"retired software developer","no","no","no_limitedMeat","disagree_moderate","disagree_strong","disagree_moderate","neither","No, everything was fine. Also very interesting.",-2,1,-1,-2,-2,2,0,2,-2,1,2,1,2,"United States of America",NA
"57","us_run_01","us_run_01_5","Morality",NA,NA,"us",66,"male","yes_only","white","college_some","christianity_protestant","none","independent","no_commited",2,"retired software developer","no","no","no_limitedMeat","disagree_moderate","disagree_strong","disagree_moderate","neither","No, everything was fine. Also very interesting.",-2,1,-2,-2,-1,2,-2,2,2,0,-2,1,2,"United States of America",NA
"58","us_run_01","us_run_01_5","Morality",NA,NA,"us",66,"male","yes_only","white","college_some","christianity_protestant","none","independent","no_commited",2,"retired software developer","no","no","no_limitedMeat","disagree_moderate","disagree_strong","disagree_moderate","neither","No, everything was fine. Also very interesting.",0,1,1,-2,-1,2,1,2,1,-2,2,-1,2,"United States of America",NA
"59","us_run_01","us_run_01_5","Morality",NA,NA,"us",66,"male","yes_only","white","college_some","christianity_protestant","none","independent","no_commited",2,"retired software developer","no","no","no_limitedMeat","disagree_moderate","disagree_strong","disagree_moderate","neither","No, everything was fine. Also very interesting.",1,2,0,-1,-2,2,-1,2,2,1,2,-2,0,"United States of America",NA
"60","us_run_01","us_run_01_5","Morality",NA,NA,"us",66,"male","yes_only","white","college_some","christianity_protestant","none","independent","no_commited",2,"retired software developer","no","no","no_limitedMeat","disagree_moderate","disagree_strong","disagree_moderate","neither","No, everything was fine. Also very interesting.",1,-2,0,-2,-1,2,0,2,-2,-2,2,1,2,"United States of America",NA
"61","us_run_01","us_run_01_6","Morality",NA,NA,"us",22,"male","yes_only","asian_eastAsian, white","college_some","none","","independent","no",5,"Food service","no","yes","no","agree_little","agree_little","agree_moderate","neither","Thanks",-1,0,-1,0,0,0,1,1,1,-1,2,1,-1,"USA",NA
"62","us_run_01","us_run_01_6","Morality",NA,NA,"us",22,"male","yes_only","asian_eastAsian, white","college_some","none","","independent","no",5,"Food service","no","yes","no","agree_little","agree_little","agree_moderate","neither","Thanks",-2,0,-1,-1,-1,0,0,1,1,-1,0,0,-1,"USA",NA
"63","us_run_01","us_run_01_6","Morality",NA,NA,"us",22,"male","yes_only","asian_eastAsian, white","college_some","none","","independent","no",5,"Food service","no","yes","no","agree_little","agree_little","agree_moderate","neither","Thanks",1,0,1,1,-1,1,0,-1,0,0,1,1,0,"USA",NA
"64","us_run_01","us_run_01_6","Morality",NA,NA,"us",22,"male","yes_only","asian_eastAsian, white","college_some","none","","independent","no",5,"Food service","no","yes","no","agree_little","agree_little","agree_moderate","neither","Thanks",0,0,1,1,-1,1,0,-1,1,-1,0,-1,1,"USA",NA
"65","us_run_01","us_run_01_6","Morality",NA,NA,"us",22,"male","yes_only","asian_eastAsian, white","college_some","none","","independent","no",5,"Food service","no","yes","no","agree_little","agree_little","agree_moderate","neither","Thanks",0,0,0,1,0,-1,1,0,0,-1,-1,-1,0,"USA",NA
"66","us_run_01","us_run_01_6","Morality",NA,NA,"us",22,"male","yes_only","asian_eastAsian, white","college_some","none","","independent","no",5,"Food service","no","yes","no","agree_little","agree_little","agree_moderate","neither","Thanks",0,1,-1,0,-1,0,1,-1,1,-1,1,0,-1,"USA",NA
"67","us_run_01","us_run_01_6","Morality",NA,NA,"us",22,"male","yes_only","asian_eastAsian, white","college_some","none","","independent","no",5,"Food service","no","yes","no","agree_little","agree_little","agree_moderate","neither","Thanks",1,-1,0,1,-1,0,1,0,-1,-1,0,0,1,"USA",NA
"68","us_run_01","us_run_01_6","Morality",NA,NA,"us",22,"male","yes_only","asian_eastAsian, white","college_some","none","","independent","no",5,"Food service","no","yes","no","agree_little","agree_little","agree_moderate","neither","Thanks",0,1,1,1,1,1,1,0,-1,-1,1,1,-1,"USA",NA
"69","us_run_01","us_run_01_6","Morality",NA,NA,"us",22,"male","yes_only","asian_eastAsian, white","college_some","none","","independent","no",5,"Food service","no","yes","no","agree_little","agree_little","agree_moderate","neither","Thanks",0,-1,-1,1,-1,1,0,1,0,0,-1,0,0,"USA",NA
"70","us_run_01","us_run_01_6","Morality",NA,NA,"us",22,"male","yes_only","asian_eastAsian, white","college_some","none","","independent","no",5,"Food service","no","yes","no","agree_little","agree_little","agree_moderate","neither","Thanks",0,1,1,-1,0,-1,0,-1,0,-1,0,-1,1,"USA",NA
"71","us_run_01","us_run_01_6","Morality",NA,NA,"us",22,"male","yes_only","asian_eastAsian, white","college_some","none","","independent","no",5,"Food service","no","yes","no","agree_little","agree_little","agree_moderate","neither","Thanks",0,0,-1,0,0,-1,0,1,1,-1,0,-1,1,"USA",NA
"72","us_run_01","us_run_01_6","Morality",NA,NA,"us",22,"male","yes_only","asian_eastAsian, white","college_some","none","","independent","no",5,"Food service","no","yes","no","agree_little","agree_little","agree_moderate","neither","Thanks",1,1,-1,0,0,0,0,-1,-1,1,0,1,-1,"USA",NA
"73","us_run_01","us_run_01_7","Morality",NA,NA,"us",20,"male","yes_multiple","hispanicLatino","college_some","christianity_evangelical","none","independent","no",2,"student","no","yes","no","disagree_strong","disagree_moderate","disagree_little","disagree_moderate",NA,0,1,-2,0,-1,2,-1,1,1,-2,2,-1,2,"usa",NA
"74","us_run_01","us_run_01_7","Morality",NA,NA,"us",20,"male","yes_multiple","hispanicLatino","college_some","christianity_evangelical","none","independent","no",2,"student","no","yes","no","disagree_strong","disagree_moderate","disagree_little","disagree_moderate",NA,0,1,-1,0,0,0,0,2,-2,-2,-2,-2,2,"usa",NA
"75","us_run_01","us_run_01_7","Morality",NA,NA,"us",20,"male","yes_multiple","hispanicLatino","college_some","christianity_evangelical","none","independent","no",2,"student","no","yes","no","disagree_strong","disagree_moderate","disagree_little","disagree_moderate",NA,0,1,1,-1,-1,2,0,2,0,-1,1,0,2,"usa",NA
"76","us_run_01","us_run_01_7","Morality",NA,NA,"us",20,"male","yes_multiple","hispanicLatino","college_some","christianity_evangelical","none","independent","no",2,"student","no","yes","no","disagree_strong","disagree_moderate","disagree_little","disagree_moderate",NA,-1,1,0,0,-2,-2,0,0,1,0,2,0,2,"usa",NA
"77","us_run_01","us_run_01_7","Morality",NA,NA,"us",20,"male","yes_multiple","hispanicLatino","college_some","christianity_evangelical","none","independent","no",2,"student","no","yes","no","disagree_strong","disagree_moderate","disagree_little","disagree_moderate",NA,-1,0,0,-1,0,2,0,2,1,0,2,0,2,"usa",NA
"78","us_run_01","us_run_01_7","Morality",NA,NA,"us",20,"male","yes_multiple","hispanicLatino","college_some","christianity_evangelical","none","independent","no",2,"student","no","yes","no","disagree_strong","disagree_moderate","disagree_little","disagree_moderate",NA,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,"usa",NA
"79","us_run_01","us_run_01_7","Morality",NA,NA,"us",20,"male","yes_multiple","hispanicLatino","college_some","christianity_evangelical","none","independent","no",2,"student","no","yes","no","disagree_strong","disagree_moderate","disagree_little","disagree_moderate",NA,-1,-2,-1,0,-2,2,-2,2,-1,0,1,0,2,"usa",NA
"80","us_run_01","us_run_01_7","Morality",NA,NA,"us",20,"male","yes_multiple","hispanicLatino","college_some","christianity_evangelical","none","independent","no",2,"student","no","yes","no","disagree_strong","disagree_moderate","disagree_little","disagree_moderate",NA,0,-2,-2,-1,-2,2,0,1,-2,0,-2,0,0,"usa",NA
"81","us_run_01","us_run_01_7","Morality",NA,NA,"us",20,"male","yes_multiple","hispanicLatino","college_some","christianity_evangelical","none","independent","no",2,"student","no","yes","no","disagree_strong","disagree_moderate","disagree_little","disagree_moderate",NA,-2,0,0,0,0,2,0,1,0,0,-2,0,2,"usa",NA
"82","us_run_01","us_run_01_7","Morality",NA,NA,"us",20,"male","yes_multiple","hispanicLatino","college_some","christianity_evangelical","none","independent","no",2,"student","no","yes","no","disagree_strong","disagree_moderate","disagree_little","disagree_moderate",NA,-2,0,0,-2,0,2,0,2,0,-2,1,-1,2,"usa",NA
"83","us_run_01","us_run_01_7","Morality",NA,NA,"us",20,"male","yes_multiple","hispanicLatino","college_some","christianity_evangelical","none","independent","no",2,"student","no","yes","no","disagree_strong","disagree_moderate","disagree_little","disagree_moderate",NA,-1,0,-1,0,0,2,0,2,0,-2,2,0,2,"usa",NA
"84","us_run_01","us_run_01_7","Morality",NA,NA,"us",20,"male","yes_multiple","hispanicLatino","college_some","christianity_evangelical","none","independent","no",2,"student","no","yes","no","disagree_strong","disagree_moderate","disagree_little","disagree_moderate",NA,1,-2,-1,0,-2,0,0,0,0,0,1,-2,2,"usa",NA
"85","us_run_01","us_run_01_8","Fear",NA,NA,"us",32,"male","yes_only","white","grad_degree","christianity_catholic","christianity_catholic","republican","yes",4,"analyst","no","yes","no","disagree_little","agree_moderate","agree_little","neither","I thought this was interesting",-2,0,-2,-2,-2,2,0,0,0,1,2,-2,2,"USA",NA
